File Name,Component RT,Compound Name,Match Factor,Best Hit,Formula,Model Peak Area,Model Peak Height,Base Peak Area,Component Area,Model Peak MZ,Base Peak MZ
MP_010824_AVOC_T2.D,8.61549132657186,"Benzene, 1,2,4-trimethyl-",91.6273142299249,True,C9H12,2430178.75530619,1205255.74450096,2430178.75530619,5746868.46760919,105.06,105.06
MP_010824_AVOC_CC1.D,8.61711013833241,"Benzene, 1,2,4-trimethyl-",91.6282361742477,True,C9H12,2940147.6838939,1448902.19855003,2940147.6838939,6962823.71370682,105.06,105.06
MP_010824_AVOC_C1.D,8.61737290177746,"Benzene, 1,2,4-trimethyl-",91.6257062774559,True,C9H12,2974610.72624613,1483939.331669,2974610.72624613,7056008.11423926,105.06,105.06
MP_010824_AVOC_T4.D,8.61895521189557,"Benzene, 1,2,4-trimethyl-",91.6494289780139,True,C9H12,3725700.5976606,1846192.68623398,3725700.5976606,8836101.23966944,105,105
MP_010824_AVOC_C3.D,8.61992537644945,"Benzene, 1,2,4-trimethyl-",91.6426757779027,True,C9H12,4076106.8283904,1975145.86426352,4076106.8283904,9676907.54664778,105,105
MP_010824_AVOC_C2.D,8.62114702685066,"Benzene, 1,2,4-trimethyl-",91.6440459218164,True,C9H12,4288551.50615415,2083717.4466167,4288551.50615415,10199904.4001879,105.06,105.06
MP_010824_AVOC_C3.D,8.64782062098458,"2-Pyrazoline, 1-isobutyl-3-methyl-",66.0118440469845,True,C8H16N2,79870.9026826172,27578.0653124916,362138.2108694,477380.015225799,140,97
MP_010824_AVOC_T4.D,8.64943436862673,"2-Pyrazoline, 1-isobutyl-3-methyl-",68.3156284532836,True,C8H16N2,71772.8942485266,24514.0048120323,311436.250666636,426082.703216187,140,97
MP_010824_AVOC_T1.D,8.65697482150798,Decane,94.5315768316907,True,C10H22,608531.816592418,292933.065998586,1667320.94391262,6766683.67648217,85.1,57.08
MP_010824_AVOC_T3.D,8.66053269005299,Decane,94.6845469903775,True,C10H22,564062.240958403,279950.410378182,1181753.98204937,4968605.64466729,71,57
MP_010824_AVOC_T2.D,8.66367191983524,Decane,94.3107815779429,True,C10H22,773195.616766636,377017.420980651,2103367.50310429,8666041.97424627,85.1,57.08
MP_010824_AVOC_C1.D,8.66619172154311,Decane,94.2198008011477,True,C10H22,842614.458185489,415823.419984055,2248090.17201612,9254380.46733924,85.1,57.08
MP_010824_AVOC_CC1.D,8.66744990274743,Decane,93.8809532943682,True,C10H22,2453019.48270171,1161192.25750187,2453019.48270171,10670591.4060551,57,57
MP_010824_AVOC_T4.D,8.66937485389032,Decane,93.9960027958065,True,C10H22,1085425.3116215,521126.368190488,2771215.77574496,11638147.9040296,85.1,57.08
11062023_MP_C3.D,8.67229480365225,"7-Oxabicyclo[2.2.1]heptane, 1-methyl-4-(1-methylethyl)-",58.6280239893564,True,C10H18O,6525.18039360049,3286.16162109375,6525.18039360049,54450.2067890938,93.04,93.04
MP_010824_AVOC_C3.D,8.67415356355966,Decane,93.6314153682534,True,C10H22,3416390.46956141,1517036.74389818,3416390.46956141,14942120.0665627,57.08,57.08
MP_010824_AVOC_C2.D,8.67527321992419,Decane,93.7167624104341,True,C10H22,3735971.99729965,1593387.74949133,3735971.99729965,15674507.5641472,57,57
11062023_MM_T1.D,8.67925682999485,"Cyclooctane, tetradecyl-",66.6319158054505,True,C22H44,47031.3772215663,11219.7933981759,137335.189292212,606115.213760233,85.09,69.07
11062023_MM_T2.D,8.68095485830219,Cyclooctanemethanol,69.1856289304793,True,C9H18O,109516.036724562,36900.2263198657,88035.1996447463,662456.999298486,57.07,69.07
11062023_MP_T2.D,8.68105312995816,"Cyclooctane, tetradecyl-",66.0326903014199,True,C22H44,19257.5390521928,6169.03871264994,22636.1365929401,254389.55018408,96,69
11062023_MP_T3.D,8.68247645248034,cis-3-Hexenyl-.alpha.-methylbutyrate,59.3153796106086,True,C11H20O2,4247.19979406733,2543.92761230469,13209.4151528256,56585.6618237529,81,69
MP_010824_AVOC_C3.D,8.71632355968313,"Sulfurous acid, di(cyclohexylmethyl) ester",64.3833234153439,True,C14H26O3S,147853.904813826,58277.3471348235,147853.904813826,335809.902793908,55,55
MP_010824_AVOC_C3.D,8.72096583311444,"Trans-1,4-diethylcyclohexane",63.0208984650604,True,C10H20,52940.4163658825,19998.9658915981,147853.904813826,456365.750163991,140.14,55.07
MP_010824_AVOC_C2.D,8.72339430744692,"m-Menthane, (1S,3S)-(+)-",68.9659760194437,True,C10H20,125800.031864935,52263.0584674769,207930.002760945,854181.625318377,111.1,97.09
11062023_MP_C3.D,8.72769451920536,"Cyclotetrasiloxane, octamethyl-",89.9002336691328,True,C8H24O4Si4,105.209474914553,189.823577880859,24877.7028975373,46384.3723293016,235,281
11062023_MM_C2.D,8.72793548689512,"Cyclotetrasiloxane, octamethyl-",93.6655641680251,True,C8H24O4Si4,39573.085471252,22664.6171875,39573.085471252,77021.4003397341,281.02,281.02
11062023_MM_C3.D,8.72801788243576,"Cyclotetrasiloxane, octamethyl-",92.5306214117543,True,C8H24O4Si4,91.3328776855492,156.759078979492,26668.1400073928,50673.6870985292,285,281
11062023_MP_T3.D,8.72808179179451,"Cyclotetrasiloxane, octamethyl-",93.4815174127796,True,C8H24O4Si4,52861.6921800535,31098.890625,52861.6921800535,105064.643059666,281,281
11062023_MM_T3.D,8.72811563318698,"Cyclotetrasiloxane, octamethyl-",90.3616676341805,True,C8H24O4Si4,16985.9827517242,9724.935546875,16985.9827517242,31301.6682843092,281.02,281.02
11062023_MP_T2.D,8.7294340936841,"Cyclotetrasiloxane, octamethyl-",92.7493313118693,True,C8H24O4Si4,114215.825393375,66681.6015625,114215.825393375,231044.891177191,281,281
MP_010824_AVOC_T4.D,8.72996169186061,"Cyclooctane, (1-methylpropyl)-",71.8015644812654,True,C12H24,28949.7428929248,16144.008794279,184450.533532224,909913.130279728,44,69.08
11062023_MM_T2.D,8.73174063132555,"Cyclotetrasiloxane, octamethyl-",92.818310399734,True,C8H24O4Si4,357015.380932438,212433.59375,357015.380932438,725690.483960154,281.03,281.03
11062023_MM_T1.D,8.73176910937319,"Cyclotetrasiloxane, octamethyl-",92.7431711066433,True,C8H24O4Si4,37757.2441795808,22300.53125,337573.776605211,699546.055375622,265,281.03
MP_010824_AVOC_T3.D,8.73242964007089,"Formic acid, dec-2-yl ester",70.7186381936575,True,C11H22O2,17928.5707002437,8919.19257797743,65815.8888004741,564181.460227895,139,55
MP_010824_AVOC_T3.D,8.73243387805663,"3-Hexene, 3-ethyl-2,5-dimethyl-",70.8052554806522,True,C10H20,17928.5707002437,8919.19257797743,65815.8888004741,567446.651024258,139.01,55.07
MP_010824_AVOC_C1.D,8.73301008239219,1-Dodecanol,75.2754323054215,True,C12H26O,27547.8734573815,15633.3286328964,149811.601744329,1208389.78383042,44,69.08
MP_010824_AVOC_T2.D,8.73404417200716,7.72 Octanal<n->,71.9704234573684,True,C8H16O,95.5471797485202,167.076538085938,129414.994316406,662971.904610037,33,69
MP_010824_AVOC_C1.D,8.73631550755913,Octanal,74.451608929825,True,C8H16O,27547.8734573815,15633.3286328964,149811.601744329,731254.531705366,44,69
MP_010824_AVOC_C3.D,8.73679251905524,2-Acetylpiperidine,63.5437535148618,True,C7H13NO,51413.4822608065,28875.3482621895,51413.4822608065,402133.651240736,56.08,56.08
MP_010824_AVOC_CC1.D,8.73972003827032,"Azetidin-2-one 3,3-dimethyl-4-(1-aminoethyl)-",68.0702361076022,True,C7H14N2O,98.3413551025416,173.525238037109,76122.9077130425,549238.560294194,33,41.07
MP_010824_AVOC_T4.D,8.74242235494284,"Sulfurous acid, bis(1-methylpropyl) ester",53.9415091980069,True,C8H18O3S,35419.9557555318,17805.8503416558,89044.8345917743,377361.183821978,139.01,57.08
MP_010824_AVOC_C2.D,8.74326520610701,1-Octen-3-ol,66.3503233267724,True,C8H16O,173158.595202423,71703.9889754523,173158.595202423,903630.364030154,57,57
11062023_MP_C1.D,8.75590830596688,"Benzene, 1,2,4-trimethyl-",92.3881044993415,True,C9H12,1097.69442831421,591.994506835938,190725.574899597,451351.651427008,62.02,105.05
11062023_MM_T3.D,8.75680991426237,"Benzene, 1,2,4-trimethyl-",93.068637650846,True,C9H12,825.775261383042,488.615386962891,300119.518779903,718384.178213009,89.98,105.05
11062023_MP_C3.D,8.75721542032777,"Benzene, 1-ethyl-4-methyl-",93.1571968031867,True,C9H12,385804.732348874,189128.015625,385804.732348874,920563.669662021,105,105
11062023_MM_C2.D,8.75730796990249,"Benzene, 1,2,4-trimethyl-",91.6908904024029,True,C9H12,796811.864661408,393068.095244003,796811.864661408,1870927.04813555,105,105
11062023_MM_C3.D,8.75736097920693,"Benzene, 1,2,4-trimethyl-",91.9401240131455,True,C9H12,229.918700805646,234.908950805664,560424.554613371,1312655.06482291,37,105
11062023_MP_T3.D,8.75747254365187,"Benzene, 1,2,4-trimethyl-",91.6750248247663,True,C9H12,954605.45123923,467426.344246234,954605.45123923,2238397.4736352,105.05,105.05
11062023_MP_C3.D,8.75778511767198,"Carbonic acid, propyl 4-cyanophenyl ester",59.9757245222888,True,C11H11NO3,122.924532569883,161.272903442383,51578.8947671123,125706.487512735,37,119
11062023_MP_T1.D,8.7585462843917,"Benzene, 1,2,4-trimethyl-",92.9264821070206,True,C9H12,134.772899963382,184.504409790039,53564.9810519185,125390.726736668,79.97,105.04
11062023_MP_C2.D,8.75905387886096,"Benzene, 1,2,3-trimethyl-",85.1468565862306,True,C9H12,19972.7142354843,10086.5777876436,19972.7142354843,40982.6353289476,105,105
11062023_MP_T2.D,8.75907140473362,"Benzene, 1,2,4-trimethyl-",91.6028278488092,True,C9H12,2492424.15873555,1230643.875,2492424.15873555,5907091.78348954,105.05,105.05
11062023_MM_T1.D,8.76474140997436,"Benzene, 1,2,4-trimethyl-",91.625688476451,True,C9H12,5674203.62642533,2685630.79635257,5674203.62642533,13588945.0699924,105,105
11062023_MM_T2.D,8.76512864714256,"Benzene, 1,2,4-trimethyl-",91.6328813861585,True,C9H12,3068711.0399287,1488120.58387429,5674771.76259634,13541311.7174842,120.07,105.05
11062023_MP_C3.D,8.77981914569559,"Furan, 2-propyl-",84.6307125464785,True,C7H10O,24939.0216212852,13758.1729197864,24939.0216212852,45400.468600487,81,81
11062023_MM_C3.D,8.78740188242711,"Cyclopentanecarboxylic acid, 2-ethylcyclohexyl ester",54.0380846419456,True,C14H24O2,16634.1709964274,7211.88073464122,16634.1709964274,66703.2412280077,81.04,81.04
11062023_MP_T3.D,8.7890029569553,"Glycine, furfuryl ester",53.767697086037,True,C7H9NO3,16172.0151662036,6643.48634455156,16172.0151662036,81059.3290923937,81,81
11062023_MP_T3.D,8.79204994322391,"1H-1,2,3-Triazole-4-carboxaldehyde",60.816284092474,True,C3H3N3O,37546.2800744637,16578.8416748047,37546.2800744637,65559.3324259643,97.08,97.08
11062023_MP_C1.D,8.79483836551572,7.77 Decane<n->,92.7064491842669,True,C10H22,57459.6560498106,28949.8231473522,57459.6560498106,220213.92759614,57,57
11062023_MM_T1.D,8.79637223183348,"2-Pyrazoline, 1-isobutyl-3-methyl-",72.8529731674916,True,C8H16N2,285805.325025703,111446.738334549,285805.325025703,353416.467174732,97.08,97.08
11062023_MP_C3.D,8.79642974033926,7.77 Decane<n->,94.0033855552307,True,C10H22,119100.55840676,59679.8301046212,119100.55840676,494417.843670577,57.06,57.06
11062023_MM_T3.D,8.79652548571437,7.77 Decane<n->,94.1350533662694,True,C10H22,87188.7632376277,41932.8216712356,87188.7632376277,355537.748858507,57.07,57.07
MP_010824_AVOC_T4.D,8.796539454291,"Cyclohexane, 1-methyl-4-(1-methylethyl)-, trans-",75.8826018194766,True,C10H20,28956.0134409097,13983.2396562226,71259.6410510199,342673.710527846,139,97
11062023_MM_C3.D,8.79676526880951,7.77 Decane<n->,92.8044890364519,True,C10H22,159905.898253783,80332.5845375987,159905.898253783,660696.028169981,57,57
11062023_MM_C2.D,8.79716941139278,7.77 Decane<n->,92.9380094890537,True,C10H22,242749.610039631,119400.330504885,242749.610039631,979607.995277029,57,57
11062023_MP_T3.D,8.79723091058542,7.77 Decane<n->,93.9733824422908,True,C10H22,144003.907093919,68834.3668261015,297491.681057118,1218613.14382182,71.08,57.07
11062023_MP_T1.D,8.79736813115764,7.77 Decane<n->,85.6392030196876,True,C10H22,15829.561760445,8192.1543821905,15829.561760445,62629.9553635641,57,57
MP_010824_AVOC_T4.D,8.79768882265728,1-Acetamidobicyclo(3.2.0)heptan-2-one,73.5524123787937,True,C9H13NO2,28956.0134409097,13983.2396562226,71259.6410510199,446633.675540173,139.01,97.09
MP_010824_AVOC_C3.D,8.7983387455043,1-Acetamidobicyclo(3.2.0)heptan-2-one,71.5713157257003,True,C9H13NO2,67061.0832955689,30831.1024911352,119587.063182625,481156.713175835,55.07,97.09
11062023_MP_T2.D,8.79918313694301,Decane,95.0110245218936,True,C10H22,382636.689238977,185488.566221419,793157.077393325,3253224.75892595,71,57
MP_010824_AVOC_C2.D,8.80230848599271,"Cyclohexane, 1-ethyl-1-methyl-",72.6857254567965,True,C9H18,146084.272706544,55575.3558105469,140012.651696174,654124.35391613,69,97
11062023_MM_T1.D,8.80567309856802,Decane,94.4201799567513,True,C10H22,736370.748651308,357582.665147725,1926306.39424158,8066299.34843354,85,57
11062023_MM_T2.D,8.80583325759407,Decane,94.3536129781106,True,C10H22,2051571.19638287,962711.232091178,2051571.19638287,8557814.09203899,57.07,57.07
MP_010824_AVOC_T3.D,8.85026607826354,"Benzene, (2-methylpropyl)-",64.9355110519924,True,C10H14,74833.9306426193,40991.9438045927,74833.9306426193,285176.885141375,91,91
MP_010824_AVOC_C1.D,8.85394815402533,"Benzene, (2-methylpropyl)-",65.1555487843157,True,C10H14,139822.668101556,76435.4447947917,139822.668101556,535384.400696089,91.05,91.05
MP_010824_AVOC_CC1.D,8.85436545664138,"Benzene, (2-methylpropyl)-",68.0766621274835,True,C10H14,145591.860930148,77278.7549353515,145591.860930148,495369.663245364,91.05,91.05
MP_010824_AVOC_T4.D,8.85499699051056,"Benzene, (2-methylpropyl)-",85.1679316312797,True,C10H14,177381.590458101,97962.9540100098,177381.590458101,407952.702185102,91,91
MP_010824_AVOC_T2.D,8.85555114751654,((5-Isopropyl-2-methylcyclohexyl)sulfonylmethyl)benzene,65.4891796154424,True,C17H26O2S,113192.728836018,60879.1704915365,113192.728836018,745444.202476938,91,91
MP_010824_AVOC_C3.D,8.85663363422914,"Benzene, (2-methylpropyl)-",86.0959630896864,True,C10H14,210680.534232757,114695.369315131,210680.534232757,498123.348782806,91.05,91.05
MP_010824_AVOC_C2.D,8.8577685390777,"Benzene, (2-methylpropyl)-",83.7534904545834,True,C10H14,227258.348685305,127147.179321289,227258.348685305,520882.033853803,91,91
11062023_MM_T1.D,8.8667737891402,"3-Hexene, 3-ethyl-2,5-dimethyl-",78.5056881691341,True,C10H20,24839.21416768,13875.6888022975,147710.835502811,1121698.93607163,43.99,69.07
11062023_MM_T2.D,8.87032286738969,"Cyclohexane, (1,2-dimethylbutyl)-",78.5109187892815,True,C12H24,91.5326938476586,163.876373291016,137766.630562534,1028318.14829048,32.96,55.06
11062023_MP_T3.D,8.87067553611199,"1,1-Dodecanediol, diacetate",75.9331319649127,True,C16H30O4,8254.16608137057,4565.87471005875,16806.9458913523,185440.819252141,43.99,69.06
11062023_MP_T2.D,8.87087522283097,Octanal,75.4707428510883,True,C8H16O,11450.8338347948,6581.97481240126,48198.3796984211,299539.689367013,43.99,55.05
11062023_MM_T2.D,8.87100011164858,"Cyclooctane, (1-methylpropyl)-",71.5897969465649,True,C12H24,30539.9775606679,17215.0232175483,112817.829912389,640513.013833566,44,69
11062023_MP_T3.D,8.87165582460745,Octanal,84.4962214298074,True,C8H16O,8254.16608137057,4565.87471005875,16806.9458913523,139384.987317619,44,69
11062023_MM_C2.D,8.87209139032259,Octanal,79.805308998775,True,C8H16O,7307.77181902973,3943.77043225413,15747.3988153789,107227.309696707,84.08,55.05
11062023_MM_T1.D,8.87261528277965,2-Cyanoguanidine,65.1179572363704,True,C2H4N4,24839.21416768,13875.6888022975,50931.148533658,237297.105582588,44,56
11062023_MM_T3.D,8.87262815816755,Octanal,89.1304411391458,True,C8H16O,6181.37148593605,3810.84861221228,8976.74436137347,77473.2664373814,83.94,57.07
11062023_MM_C3.D,8.87267926870106,Octanal,92.6481918141856,True,C8H16O,9844.91962857751,5376.43389549754,12094.9836496046,123377.586274605,84.08,41.05
11062023_MP_C3.D,8.87300396448814,Octanal,93.6582718704277,True,C8H16O,64.9213124389578,167.740646362305,12353.9934218323,137458.340381557,46,57
11062023_MM_T2.D,8.87314677309599,Octanal,64.4800804254807,True,C8H16O,30539.9775606679,17215.0232175483,80045.1187034136,350294.708337398,43.99,41.06
11062023_MP_C2.D,8.8736220790585,Octanal,94.1560827471227,True,C8H16O,10129.7979742309,5570.54114693447,11305.4234522422,124104.534581729,41.05,43.04
11062023_MP_C1.D,8.87366899106394,Octanal,87.8382496239656,True,C8H16O,4390.14471978215,2540.33511415255,5914.71298014158,57788.2455430194,41.06,57.06
11062023_MM_C2.D,8.87366969085744,2-Cyanoguanidine,69.0420335639435,True,C2H4N4,7307.77181902973,3943.77043225413,7307.77181902973,51551.9424307981,84.08,84.08
MP_010824_AVOC_T4.D,8.87476732570447,"Oxalic acid, decyl 1-menthyl ester",68.8693109589173,True,C22H40O4,80674.1452123643,40176.817511604,96923.9847128594,345883.863032237,139,83
MP_010824_AVOC_C3.D,8.87726122263655,"Oxalic acid, decyl 1-menthyl ester",66.0967443731989,True,C22H40O4,92347.9776866025,48206.1593719274,150005.114608731,351175.376055355,139.01,83.09
11062023_MP_T1.D,8.87755803747032,Octanal,87.1776107484245,True,C8H16O,276.236385459915,239.161285400391,4924.04089080934,28990.8187965901,66.03,56.06
11062023_MM_C1.D,8.87941378772091,Octanal,92.985337160051,True,C8H16O,1372.72364275363,817.733825683594,5673.30332067929,57063.0452430364,100,43
MP_010824_AVOC_T2.D,8.89478718405998,"Butanoic acid, (tetrahydro-2-furanyl)methyl ester",62.6354825238712,True,C9H16O3,70861.6476666663,39506.3723958333,70861.6476666663,632453.18131164,71,71
MP_010824_AVOC_T3.D,8.89483439804238,"Octane, 5-ethyl-2-methyl-",86.8203235884058,True,C11H24,48034.7454347467,25381.3922025864,48034.7454347467,466141.815112905,71,71
MP_010824_AVOC_T3.D,8.89637373609009,"Cyclobutylamine, N-trimethylacetyl-",71.5988149192704,True,C9H17NO,46867.3816801747,20344.798140886,147740.916096172,378224.810184284,85.1,57.08
MP_010824_AVOC_C1.D,8.89658144805611,"Octane, 5-ethyl-2-methyl-",89.2891844658162,True,C11H24,149205.415931966,64593.9807942708,324823.531372289,1020474.87486042,71,57
MP_010824_AVOC_T4.D,8.89787700456622,"Octane, 5-ethyl-2-methyl-",85.4035707395432,True,C11H24,186742.240849732,77852.8870849609,410860.38413331,1097945.50860469,71.09,57.08
MP_010824_AVOC_CC1.D,8.89789798064017,"Octane, 5-ethyl-2-methyl-",85.0845102673974,True,C11H24,190975.547128121,75787.5745419092,283961.217703737,988202.28068117,71,57
MP_010824_AVOC_CC1.D,8.89920730821601,5H-Tetrazol-5-amine,73.7278201434764,True,CH3N5,151461.98216171,57930.7233856806,283961.217703737,800221.629869844,85.1,57.08
MP_010824_AVOC_T4.D,8.89974465041371,5H-Tetrazol-5-amine,73.3889134892976,True,CH3N5,147305.709622918,58127.992926568,410860.38413331,812837.980667475,85,57
MP_010824_AVOC_C3.D,8.8998131224377,"Octane, 5-ethyl-2-methyl-",91.2518123715069,True,C11H24,239338.064578543,99865.6518211136,509633.963562288,1861135.11345723,71.09,57.08
MP_010824_AVOC_C2.D,8.90209346744916,"Octane, 5-ethyl-2-methyl-",86.1413392424743,True,C11H24,672162.727885005,196956.575224856,672162.727885005,1828507.58439291,57.08,57.08
MP_010824_AVOC_C3.D,8.90260779505402,"Propanoic acid, anhydride",77.0100614113434,True,C6H10O3,224123.665168159,83175.3244421145,509633.963562288,939429.42634905,85,57
MP_010824_AVOC_T1.D,8.90444420196189,"Hydratropic acid, isohexyl ester",72.2585412335159,True,C15H22O2,204035.116633056,108569.46123908,204035.116633056,708752.087155823,105.06,105.06
MP_010824_AVOC_T3.D,8.90903131823274,"Benzene, (1-methylpropyl)-",88.9461565651309,True,C10H14,144896.777080294,78335.3036964476,144896.777080294,269068.401734906,105,105
MP_010824_AVOC_T2.D,8.90999938007316,"Benzene, (1-methylpropyl)-",86.8925792672223,True,C10H14,217581.46962141,114972.042868418,217581.46962141,443800.158521202,105.06,105.06
MP_010824_AVOC_C1.D,8.91045236017503,"Benzene, (1-methylpropyl)-",90.048630711622,True,C10H14,270894.389690548,146242.508896552,270894.389690548,505744.095340805,105.06,105.06
MP_010824_AVOC_CC1.D,8.91142111555359,"Benzene, (1-methylpropyl)-",89.0486234194425,True,C10H14,280336.302175866,150579.030789094,280336.302175866,518873.737947999,105.06,105.06
MP_010824_AVOC_T4.D,8.91155722194838,"Benzene, (1-methylpropyl)-",89.0868953932681,True,C10H14,340645.508001156,184886.070951459,340645.508001156,651151.209301288,105.07,105.07
MP_010824_AVOC_C3.D,8.91294770759859,"Benzene, (1-methylpropyl)-",89.7790078726417,True,C10H14,401729.47305365,212647.305127896,401729.47305365,754933.987742186,105,105
MP_010824_AVOC_C2.D,8.91392159449457,"Benzene, (1-methylpropyl)-",89.4239180098599,True,C10H14,432099.9089854,236024.751368994,432099.9089854,839481.446671245,105,105
MP_010824_AVOC_T1.D,8.93109563223734,"Benzene, 1,3-dichloro-",92.1654397486671,True,C6H4Cl2,266629.017671932,132789.15625,266629.017671932,744203.872742959,145.96,145.96
11062023_MP_T3.D,8.93449797958588,Trans-1-methyl-2-nonyl-cyclohexane,76.3045623392593,True,C16H32,5789.10214660635,3609.56872558594,8561.28612657058,63980.689906456,81,97
MP_010824_AVOC_T3.D,8.93559527736268,"Benzene, 1,3-dichloro-",92.83914727222,True,C6H4Cl2,218412.727922424,108252.9609375,218412.727922424,640324.998614034,146,146
MP_010824_AVOC_T3.D,8.93599581681598,"Benzene, 1,4-dichloro-",82.1328671751981,True,C6H4Cl2,218412.727922424,108252.9609375,218412.727922424,530654.146457912,145.96,145.96
MP_010824_AVOC_T2.D,8.93651156811331,"Benzene, 1,3-dichloro-",91.6069389998104,True,C6H4Cl2,167793.053158354,83899.40625,257869.415950131,745760.181625696,147.95,145.96
MP_010824_AVOC_C1.D,8.93759159346073,"Benzene, 1,3-dichloro-",91.7260194639398,True,C6H4Cl2,384687.286409059,196029.75,384687.286409059,1153261.71921306,146,146
MP_010824_AVOC_C1.D,8.93771769200849,"Benzene, 1,4-dichloro-",78.3149720775833,True,C6H4Cl2,384687.286409059,196029.75,384687.286409059,889438.655666486,145.95,145.95
MP_010824_AVOC_CC1.D,8.93792387991158,"Benzene, 1,3-dichloro-",91.2521506791195,True,C6H4Cl2,226102.898934634,111916.15625,354136.639067146,1046363.86541478,148,146
11062023_MM_T1.D,8.93794039328222,"Cyclohexane, 1-methyl-4-(1-methylethyl)-, trans-",79.2424485855688,True,C10H20,42015.8893270166,22052.0797393337,76204.0104299761,334847.7706076,81,97
MP_010824_AVOC_T4.D,8.9390713469563,"Benzene, 1,3-dichloro-",91.6997458302687,True,C6H4Cl2,270589.699134275,136324.875,419116.00508634,1209679.24025651,148,146
11062023_MM_T2.D,8.93909369033281,"Cyclohexane, 1-methyl-4-(1-methylethyl)-, trans-",81.7771755692104,True,C10H20,50711.8062936975,23947.1364974887,75968.2881734739,349175.234952249,81,97
MP_010824_AVOC_C3.D,8.94039709035137,"Benzene, 1,3-dichloro-",90.821805553753,True,C6H4Cl2,299678.684190737,152917.71875,466026.75796091,1467376.45371617,148.11,145.96
MP_010824_AVOC_C2.D,8.94128778479424,"Benzene, 1,3-dichloro-",90.0854203355545,True,C6H4Cl2,340080.736634798,175042.75,527944.226227621,1612348.00656122,148,146
11062023_MP_T3.D,8.99609276733963,"1-Propanol, dl-2-benzylamino-,",85.8808400286318,True,C10H15NO,21824.6762816994,11696.9560686975,21824.6762816994,50591.077940444,91.04,91.04
11062023_MP_T2.D,8.99620183889045,"Ethanol, 2-[methyl(phenylmethyl)amino]-",84.0242457151545,True,C10H15NO,35656.6240401474,17767.1083843257,58975.2318792726,131468.285059,92.04,91.04
11062023_MM_C3.D,8.9980754442065,"1-Propanol, dl-2-benzylamino-,",66.4059026466009,True,C10H15NO,5984.45855722045,1918.34222412109,16306.079264674,57659.7046476669,95,91
11062023_MM_T1.D,8.99807702448028,"Benzene, (2-methylpropyl)-",87.7196594221078,True,C10H14,173742.715856732,91878.7294195618,173742.715856732,408349.348113523,91,91
11062023_MM_C2.D,8.99825277666119,"Benzene, (2-methylpropyl)-",60.4802898607147,True,C10H14,11525.7082493133,5417.736328125,18327.2520270323,78131.9404900231,92.02,91.04
11062023_MM_T2.D,8.99860792432266,"Benzene, (2-methylpropyl)-",86.4876147515102,True,C10H14,176059.580042035,94752.8173171559,176059.580042035,431512.264498192,91,91
MP_010824_AVOC_CC1.D,9.00015427791045,"Nonane, 2,5-dimethyl-",72.6670099122034,True,C11H24,86342.2548782002,39901.9356195222,177921.923686861,336208.782039356,85.1,57.08
MP_010824_AVOC_T4.D,9.00048550448865,"4,4-Dimethyl octane",80.3479532615575,True,C10H22,81597.4555990272,39915.8278364146,235458.231820252,279679.701042805,85,57
MP_010824_AVOC_C3.D,9.00269146680447,"Hexane, 2,4-dimethyl-",79.9456893951775,True,C8H18,319170.800004183,143440.944931584,319170.800004183,354783.618406032,57.08,57.08
MP_010824_AVOC_C2.D,9.00370034760831,"Nonane, 2,5-dimethyl-",81.1877655711261,True,C11H24,384224.500876345,176363.370927469,384224.500876345,468724.76622386,57.08,57.08
11062023_MP_T3.D,9.01550001292634,"Oxalic acid, di(1-menthyl) ester",71.2339932967804,True,C22H38O4,11530.7501570779,4153.50730755864,7212.16195435392,61217.716263426,81.05,83.07
11062023_MP_C3.D,9.01661791540726,"Furan, 2-propyl-",67.3414360999779,True,C7H10O,15720.7693218058,8514.79262748882,15720.7693218058,39162.235660485,81,81
11062023_MM_T2.D,9.0193523060319,"Cyclohexanone, 5-butyl-3,3,5-trimethyl-",64.4602792982307,True,C13H24O,49708.6369545697,25950.6709880768,66964.8201998409,282896.007528747,139.12,83.08
11062023_MM_C3.D,9.03161077457406,"Dodecane, 5-methyl-",71.1440094290804,True,C13H28,8200.60872330782,4137.90605374486,13227.2767279402,55022.3196181277,71.07,57.07
11062023_MP_C3.D,9.03183615230235,"Hexane, 3,3-dimethyl-",82.0206996070617,True,C8H18,18737.9168715869,5555.05047289933,10022.2088673155,44859.6748832327,57.06,71.08
MP_010824_AVOC_T3.D,9.03383932353723,"2-Propanol, 1,1'-oxybis-",77.805511495175,True,C6H14O3,103648.220799315,41121.5703125,90266.1469482843,539010.252199355,89,45
11062023_MP_T3.D,9.03436540882368,"Dodecane, 5-methyl-",83.6994143195717,True,C13H28,17699.6766048243,7879.31774627222,34875.7918869628,88457.1519705421,71,57
11062023_MM_C2.D,9.03593051431977,"Decane, 2,4-dimethyl-",69.3957190230906,True,C12H26,28797.9859905217,9657.26000036872,28797.9859905217,68356.7977662106,57,57
11062023_MP_T2.D,9.03630055033528,"Undecane, 5,7-dimethyl-",88.6229066820954,True,C13H28,42343.2148701246,18181.9138027016,111909.939771237,260000.430491865,71,57
11062023_MM_T1.D,9.03803817422389,"Octane, 5-ethyl-2-methyl-",86.6681350326159,True,C11H24,119009.895973164,49802.6635849732,259889.514251151,640958.150663021,71,57
11062023_MM_T2.D,9.03822657600211,"Octane, 5-ethyl-2-methyl-",88.4629301271183,True,C11H24,313808.209537404,95203.2747399496,313808.209537404,817500.773112275,57,57
